,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,catlipid_id,max_epo_conc_mean_6hr,max_epo_conc_mean_24hr,canonical_smiles,species,CATLIPID_FAMILY_NAME,MOL_WT,C/C=C\C,C/C=C/C,CC=C(C)C,C=CC,CC#CC,C/C=C(C)/C=C/C=C(C)/C=C/C(C)=C(C)C,CO,COC,COC(C)OC,COC(C)=O,COC(C)OC(C)=O,COC(=O)OC,CNS(C)(=O)=O,CSC(C)=O,COC(=O)SC,CSC,CSSC,CN(C)C,C[N+](C)(C)C,CNC(C)=O,CC(=O)N(C)C,COC(=O)N(C)C,CNC(=N)N,CNC(=O)OC,Cn1ccnn1,C1CNCCN1,C1CCNCC1,NCCOC(=O)cccccc,NCCCOC(=O)COcccccc,NCCCOC(=O)cccccc,NCCCCCOC(=O),NC~C~C~C~C(=O)OC,NC~C~C~C~C(=O)OCC,NC~C~C~C~C(=O)OCCC,NC~C~C~C(=O)OC,NC~C~C~C(=O)OCC,NC~C~C~C(=O)OCCC,NC~C~C(=O)OC,NC~C~C(=O)OCC,NC~C(=O)OC,NC~C(=O)OCC,NCCC(=O)O,NCCOC(=O)c,NCCCOC(=O)C,NC~CSSCC,NC~CSSC,num_tails,max_tail_length,ketone_in_tail,ester_in_tail,hydroxyl_in_tail,double_bonds_per_tail,isopropyl_in_tail,branches_in_tails,oxygen_atom_in_tail,disulfide_bond_in_tail,sulfur_atom_in_tail,glycol_in_lipid,branch_length,cyclopropanes_per_tail,rings_in_tail,lipid_mol,CN(C)CCN,C(CN1CCCC1)CN,CCN(CC)CCCN,CCN(CC)CCN,CN(C)CCCN,C(CN1CCOCC1)CN,CCCCN(CCCC)CCCN,C1CCCN1CCN,CN(CCCN)CCCN,C(CN1CCCCC1)CO,C(CN1CCNCC1)CO
536,536,536,536,RA17131155,0.166666667,0.083333333,CCCCCCCCCCCCCCC(O)CN(CCCCO)CC(O)CCCCCCCCCCCCCC,mice,HIM,569.986,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069340>,False,False,False,False,False,False,False,False,False,False,False
537,537,537,537,RA17138545,0.16,0.15,CCCCCCCC(CCC)OC(=O)CC(C)(CC(=O)OC(CCC)CCCCCCC)OC(=O)CCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC,mice,Phenolic Acid,836.103,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3070693A0>,False,False,False,False,False,False,False,False,False,False,False
538,538,538,538,RA17132788,0.15,0.25,CCCCCCCCCCCCC(O)CN(CCCCC(=O)Oc1c(OC)cc(/C=C/C(=O)OCCCN(C)C)cc1OC)CC(O)CCCCCCCCCCCC,mice,Phenolic Acid,833.232,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069400>,False,False,False,False,False,False,False,False,False,False,False
539,539,539,539,RA16205085A,0.13,,CCCCCCCC/C=C\CCCCCCCCOCC(COCCOCCOCCOCCOC(=O)CNCCOC(=O)[C@@H](N)COC)OCCCCCCCC/C=C\CCCCCCCC,mice,Undefined,,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1.0,39.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069460>,False,False,False,False,False,False,False,False,False,False,False
540,540,540,540,RA16210594A,0.13,,CCCCCCCC/C=C\CCCCCCCCOCC(COCCOCCOCCOCCNC(=O)CNCCOC(=O)[C@@H](N)COC)OCCCCCCCC/C=C\CCCCCCCC,mice,Undefined,,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1.0,39.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3070694C0>,False,False,False,False,False,False,False,False,False,False,False
541,541,541,541,RA17134048,0.12,0.03,CCCCCCCCCCCCC(O)CN(CCCC(=O)Oc1c(OC)cc(C(=O)OCCc2ccccn2)cc1OC)CC(O)CCCCCCCCCCCC,mice,Phenolic Acid,813.157,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069520>,False,False,False,False,False,False,False,False,False,False,False
542,542,542,542,RA17131309,0.11,0.83,CCCCCCCCCCC(O)CN(CCCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)CC(O)CCCCCCCCCC,mice,Phenolic Acid,737.061,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069580>,False,False,False,False,False,False,False,False,False,False,False
543,543,543,543,RA17132533,0.11,0.83,CCCCCCCCCCC(O)CN(CCCCC(=O)Oc1c(OC)cc(/C=C/C(=O)OCCCN(C)C)cc1OC)CC(O)CCCCCCCCCC,mice,Phenolic Acid,777.125,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3070695E0>,False,False,False,False,False,False,False,False,False,False,False
544,544,544,544,RA17138513,0.11,0.83,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)CCN(CCO)CCO)C(=O)OCCCCCCCC,mice,Trident,687.944,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069640>,False,False,False,False,False,False,False,False,False,False,False
545,545,545,545,RA17139330,0.10448333,0.825,CCCCCCCCOC(=O)CCCCCCCCN(CCCCCCCCC(=O)OCCCCCCCC)CCCSSCCCN(C)C,mice,BDS lipids,745.257,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3070696A0>,False,False,False,False,False,False,False,False,False,False,False
546,546,546,546,RA17133644,0.1,0.2,CCCCCCCCCCCCCCOC(=O)CCN(CCCCC(=O)OCCN1CC(C)N(CCOC(=O)CCCCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)CC1C)CCC(=O)OCCCCCCCCCCCCCC,mice,Piperazine based lipids,1474.3,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,4.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069940>,True,False,False,True,False,False,False,False,False,False,False
547,547,547,547,RA17138300,0.1,0.8,CCCCCCCCOC(=O)CCCCCCCCCC(=O)OC(COC(=O)CCCN(C)C)C(OC(=O)CCCCCCCCCC(=O)OCCCCCCCC)C(COC(=O)CCCN(C)C)OC(=O)CCCCCCCCCC(=O)OCCCCCCCC,mice,Xylitol,1309.88,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,3.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3070699A0>,False,False,False,False,False,False,False,False,False,False,False
548,548,548,548,RA17132598,0.1,0.2,CC(C)CCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC(C)C)CCC(=O)OCCCN(C)C,mice,Acrylates based lipids,598.898,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,2.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069A00>,False,False,False,False,False,False,False,False,False,False,False
549,549,549,549,RA17138858,0.1,0.8,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CCC(OC(=O)OCCCN(C)C)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,mice,Glutaric Acid,774.164,True,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,42.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069A60>,False,False,False,False,False,False,False,False,False,False,False
550,550,550,550,RA17132757,0.1,0.2,CC(C)CCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC(C)C)CCC(=O)OC(C)CN(CCCN(C)C)CCCN(C)C,mice,Acrylates based lipids,741.14,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,2.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069AC0>,False,False,True,False,True,False,False,False,True,False,False
551,551,551,551,RA16726965,0.1,,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)CCOCCOCCOCCOCCNC(=O)c1c[nH]cn1,mice,Undefined,,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069B20>,False,False,False,False,False,False,False,False,False,False,False
552,552,552,552,RA17132742,0.1,0.2,CC(C)CCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC(C)C)CCC(=O)OCCN(C)C,mice,Acrylates based lipids,584.871,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,2.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069B80>,False,False,False,False,False,False,False,False,False,False,False
553,553,553,553,RA17132719,0.1,0.2,CCCCCCCCCCCCOC(=O)CCN(CCCCN1CCN(CC)CC1)CCC(=O)OCCCCCCCCCCCC,mice,Acrylates based lipids,666.073,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,2.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069BE0>,True,False,False,True,False,False,False,False,False,False,False
554,554,554,554,RA17133443,0.1,0.2,CCCCCCCCOC(=O)CCN(CCCCC(=O)OCCN1CC(C)N(CCOC(=O)CCCCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)CC1C)CCC(=O)OCCCCCCCC,mice,Piperazine based lipids,1137.66,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,4.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069700>,True,False,False,True,False,False,False,False,False,False,False
555,555,555,555,RA17132607,0.1,0.2,CC(C)CCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC(C)C)CCC(=O)OCCCN1CCOCC1,mice,Acrylates based lipids,640.934,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,2.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069760>,False,False,False,False,False,False,False,False,False,False,False
556,556,556,556,RA17132653,0.1,0.1,CCCCCCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCCCCCC)(OC(=O)CCCN(C)C)C(=O)OCCCCCCCCCCCC,mice,Trident,810.238,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,3.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3070697C0>,False,False,False,False,False,False,False,False,False,False,False
557,557,557,557,RA17135825,0.1,0.14,CC(C)CCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC(C)C)(OC(=O)CCN(C)C)C(=O)OCCCCCCCC(C)C,mice,Trident,712.052,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,3.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069820>,False,False,False,False,False,False,False,False,False,False,False
558,558,558,558,RA17133659,0.1,0.1,CCCCCCCCCCCCOC(=O)CCN(CCCCC(=O)OCCN1CC(C)N(CCOC(=O)CCCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CC1C)CCC(=O)OCCCCCCCCCCCC,mice,Piperazine based lipids,1362.08,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,4.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069880>,True,False,False,True,False,False,False,False,False,False,False
559,559,559,559,RA17132514,0.09,0.83,CCCCCCCCCCC(O)CN(CCCCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)CC(O)CCCCCCCCCC,mice,Phenolic Acid,751.088,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3070698E0>,False,False,False,False,False,False,False,False,False,False,False
560,560,560,560,RA17132669,0.09,0.83,CCCCCCCCC(O)CN(CCCCC(=O)Oc1c(OC)cc(/C=C/C(=O)OCCCN(C)C)cc1OC)CC(O)CCCCCCCC,mice,Phenolic Acid,721.019,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069C40>,False,False,False,False,False,False,False,False,False,False,False
561,561,561,561,RA16738106A,0.08,,CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)CCOCCOCCOCCOC(=O)CNCCOC(=O)CNCCOC,mice,Undefined,,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,2.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069CA0>,False,False,False,False,False,False,False,False,False,False,False
562,562,562,562,RA16750127,0.08,,CCCCCCCCC(CCCCCC)C(=O)OCCCCCCOCC(OCCCCCCOC(=O)C(CCCCCC)CCCCCCCC)C(=O)N(CCCCCCCC)CCOCCOCCOCCOCCOC(=O)C1CCN(C)CC1,mice,Ionisable,1239.87,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,3.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069D00>,False,False,False,False,False,False,False,False,False,False,False
563,563,563,563,RA16752407A,0.08,,CCCCCCCC/C=C\CCCCCCCCOCC(COCCOCCOCCOCCOC(=O)CN(CCOC)C(=O)CNCCOC)OCCCCCCCC/C=C\CCCCCCCC,mice,Undefined,,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1.0,39.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069D60>,True,False,False,True,False,False,False,False,False,False,False
564,564,564,564,RA17132483,0.07,0.83,CCCCCCCCC(O)CN(CCCCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)CC(O)CCCCCCCC,mice,Phenolic Acid,694.982,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069DC0>,False,False,False,False,False,False,False,False,False,False,False
565,565,565,565,RA17137810,0.07,0.83,CCCCOC(=O)CCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCC(=O)OCC(CC)CC)CC(O)CCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCC(=O)OCCCC,mice,GOOD,1235.8,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069E20>,True,False,False,True,False,False,False,False,False,False,False
566,566,566,566,RA17132023,0.07,0.83,CCCCCCCCC(O)CN(CCCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)CC(O)CCCCCCCC,mice,Phenolic Acid,680.955,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069E80>,False,False,False,False,False,False,False,False,False,False,False
567,567,567,567,RA17137627,0.06,0.83,CC(C)=CCCC(C)CCOC(=O)CCCCCCCCCN(CCCCCCCCCC(=O)OCCC(C)CCC=C(C)C)CCCOC(=O)CCCN(C)C,mice,Branched tail lipids,805.265,True,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,2.0,18.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069EE0>,False,False,False,False,False,False,False,False,False,False,False
568,568,568,568,RA16708395,0.06,,CCCCC/C=C\COC(=O)CCCCCCCOCC(COCCOCCOCCOCCOC(=O)C1CCN(C)CC1)OCCCCCCCC(=O)OC/C=C\CCCCCC,mice,Undefined,,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1.0,38.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,0.0,1.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069F40>,False,False,False,False,False,False,False,False,False,False,False
569,569,569,569,RA16331461,0.04,,CCCCCCCC/C=C\CCCCCCCCOCC(OCCCCCCCC/C=C\CCCCCCCC)C(=O)NCCOCCOCCOCCNC(=O)c1c[nH]cn1,mice,Undefined,,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B307069FA0>,False,False,False,False,False,False,False,False,False,False,False
570,570,570,570,RA16301994,0.04,,CCCCCCCCCCCCCCCCOCC(COCCOCCOCCOCCNC(=O)c1c[nH]cn1)OCCCCCCCCCCCCCCCC,mice,Undefined,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B30705B040>,False,False,False,False,False,False,False,False,False,False,False
571,571,571,571,RA16328135A,0.04,,CCCCCCCCCOC(=O)CCCCCCCOCC(COCCOCCOCCOCCOC(=O)CNCCOC(=O)CNCCOC)OCCCCCCCC(=O)OCCCCCCCCC,mice,Undefined,,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1.0,39.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B30705B0A0>,False,False,False,False,False,False,False,False,False,False,False
572,572,572,572,RA16201937A,0.04,,CCCCCCCC/C=C\CCCCCCCCOCC(COCCOCCOCCOCCNC(=O)[C@@H](N)COC(=O)CNCCOC)OCCCCCCCC/C=C\CCCCCCCC,mice,Undefined,,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,1.0,39.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B30705B100>,False,False,False,False,False,False,False,False,False,False,False
573,573,573,573,RA16254339A,0.04,,CCCCCCCC/C=C\CCCCCCCCOCC(COC(=O)NCCOCCOCCOC(=O)CNCCOC(=O)CNCCOC)OCCCCCCCC/C=C\CCCCCCCC,mice,Undefined,,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1.0,39.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B30705B160>,False,False,False,False,False,False,False,False,False,False,False
574,574,574,574,RA16258787A,0.04,,CCCCCCCC/C=C\CCCCCCCCOCC(OCCCCCCCC/C=C\CCCCCCCC)C(=O)OCCOCCOCCOCCOC(=O)CNCCOC(=O)CNCCOC,mice,Undefined,,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1.0,39.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B30705B1C0>,False,False,False,False,False,False,False,False,False,False,False
575,575,575,575,RA16346770,0.04,,CCCCCCCC/C=C\CCCCCCCCOCC(OCCCCCCCC/C=C\CCCCCCCC)C(=O)OCCOCCOCCOCCNC(=O)c1c[nH]cn1,mice,Undefined,,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,39.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B30705B220>,False,False,False,False,False,False,False,False,False,False,False
