,catlipid_id,max_epo_conc_mean_6hr,max_epo_conc_mean_24hr,canonical_smiles,species,CATLIPID_FAMILY_NAME,MOL_WT
290,RA17110638,3.55,1.27,CCCCCCCCCCCCOC(=O)CCN(CCCCC1NC(=O)C(CCCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)NC1=O)CCC(=O)OCCCCCCCCCCCC,mice,OFO2 Degradable,1217.87
291,RA17139311,3.5,2.1,CCCCCCCCC(=O)OCCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCCOC(=O)CCCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCCCCOC(=O)CCCCCCCC,mice,Trident,1096.56
292,RA17134789,3.46,0.85,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1446.38
293,RA17135106,3.36,1.09,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1428.32
294,RA17137333,3.27,1.43,CCC(CC)COC(=O)CCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCC(=O)OCC(CC)CC)CC(O)CCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCC(=O)OCC(CC)CC,mice,GOOD,1291.91
295,RA17134903,3.21,1.34,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1314.17
296,RA17111026,3.21,2.78,CCCCCCCC/C=C\CCCCCCCC(=O)OC1OC(COC(=O)CCN(CC)CCO)C(OC(=O)CCCCCCC/C=C\CCCCCCCC)C1OC(=O)CCCCCCC/C=C\CCCCCCCC,mice,RL207D Analogs,1086.65
297,RA17130907,3.18,0.29,CCCCCCCCC(O)CN(CCCO)CC(O)CCCCCCCC,mice,HIM,387.64
298,RA17136153,3.18,2.38,CCCCCC/C=C\COC(=O)CC(CC(=O)OC/C=C\CCCCCC)(OC(=O)CCN(C)C)C(=O)OC/C=C\CCCCCC,mice,Trident,663.925
299,RA17132774,3.16,0.5,CCCCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSC(=O)CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCC,mice,GOOD,985.576
300,RA17110588,3.14,1.36,CCCCCCCCCCC(O)CN(CCCCSC(=O)CCC(=O)SCCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,mice,MATE,1029.73
301,RA17133876,3.138708333,2.75000625,CCCCCCCCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCCCCCC,mice,GOOD,1115.87
302,RA17133979,3.03,1.87,CCCCCCCCCCC(O)CN(CCCCC1OC(=O)C(CCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)OC1=O)CC(O)CCCCCCCCC,mice,Other lipids,981.561
303,RA17135645,3.0,1.7,CCCCCCC(=O)OCCCCC(O)CN(CCCC(=O)OCCN1CC(C)N(CCOC(=O)CCCN(CC(O)CCCCOC(=O)CCCCCC)CC(O)CCCCOC(=O)CCCCCC)CC1C)CC(O)CCCCOC(=O)CCCCCC,mice,Piperazine based lipids,1285.81
304,RA17139820,3.0,1.0,CCCCCCCCCC(=O)OCCCCCOC(=O)CC(CC(=O)OCCCCCOC(=O)CCCCCCCCC)(OC(=O)CCC(=O)OCCN(C)C)C(=O)OCCCCCOC(=O)CCCCCCCCC,mice,Trident,1084.46
305,RA17131070,2.99,1.31,CCCCCCCCCCCCC(O)CN(CCCCSC(=O)CCCC(=O)SCCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC,mice,MATE,1155.97
306,RA17138022,2.92,1.19,CCCCOC(=O)CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCC(=O)OCCC(C)C)CC(O)CCCCCCC(=O)OCCC(C)C)CC1)CC(O)CCCCCCC(=O)OCCCC,mice,GOOD,1305.93
307,RA17131138,2.8,0.21,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCO)CC(O)CCCCCC/C=C\CCCCCCCC,mice,HIM,608.034
308,TBL-0745,2.78,2.13,CCCCCCCCCCC(O)CN(CCCCC(=O)Oc1c(OC)cc(C(=O)OCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)cc1OC)CC(O)CCCCCCCCCC,mice,Phenolic Acid,1091.7
309,RA17136667,2.65,0.99,CCCCOC(=O)CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCC(=O)OCC(CC)CC)CC(O)CCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCCCC(=O)OCCCC,mice,GOOD,1291.91
310,RA17130504,2.63,1.0,CCCCCCCCC(O)CN(CCCCSC(=O)c1ccc(C(=O)SCCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)cc1)CC(O)CCCCCCCC,mice,MATE,965.565
311,RA17110981,2.58,1.53,CCCCCCCC/C=C\CCCCCCCC(=O)OC1OC(COC(=O)CCN(C)CCO)C(OC(=O)CCCCCCC/C=C\CCCCCCCC)C1OC(=O)CCCCCCC/C=C\CCCCCCCC,mice,RL207D Analogs,1072.62
312,RA17138430,2.52,1.56,CCCCCCCC#CCOC(=O)CC(CC(=O)OCC#CCCCCCCC)(OC(=O)CCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)C(=O)OCC#CCCCCCCC,mice,Trident,966.203
313,RA16665773,2.51,,CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCOCC(COCCOCCOCCOCCOC(=O)C1CCN(C)CC1)OCCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,mice,,1154.77
314,RA17138359,2.48,1.25,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(SSCCCN(C)C)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,mice,Docusate,764.259
315,RA17131172,2.47,0.84,CCCCCCCC/C=C\CCCCCCC(O)CN(CCO)CC(O)CCCCCC/C=C\CCCCCCCC,mice,HIM,594.007
316,RA17136842,2.43,1.31,CCCCOC(=O)CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCC(=O)OCCC(C)C)CC(O)CCCCCCC(=O)OCCC(C)C)CC1)CC(O)CCCCCCC(=O)OCCCC,mice,GOOD,1319.96
317,RA17110557,2.42,0.94,CCCCCCCCCCC(O)CN(CCCCSC(=O)CCCCCCCC(=O)SCCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,mice,MATE,1099.87
318,RA17136549,2.4,1.2,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCOC(=O)C12C3C4C1C1C2C3C41C(=O)OCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,Cubane lipids,1364.14
319,RA17110672,2.35,0.67,CCCCCCCCCCOC(=O)CCN(CCCCC1NC(=O)C(CCCCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)NC1=O)CCC(=O)OCCCCCCCCCC,mice,OFO2 Degradable,1105.66
320,RA17138411,2.3,1.64,CCCCCCCC#CCOC(=O)CC(CC(=O)OCC#CCCCCCCC)(OC(=O)CCN(C)C)C(=O)OCC#CCCCCCCC,mice,Trident,699.957
321,RA17139094,2.25545417,2.062825,CCCCCCCC(CCCCCCC)OC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCC)CCCCCCC)CCCSSCCCN(C)C,mice,BDS lipids,913.576
322,RA17136260,2.2,0.9,CCCCCCCCCCCCC(O)CN(CCCC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(C(=O)OCCCN(C)C)O2)CC(O)CCCCCCCCCCCC,mice,Trolox lipids,845.285
323,TBL-1200,2.1,1.2,CCCCCCCC(=O)OCCCCCOC(=O)CC(CC(=O)OCCCCCOC(=O)CCCCCCC)(OC(=O)CCCCN(C)C)C(=O)OCCCCCOC(=O)CCCCCCC,mice,Trident,956.3
324,RA17131062,2.08,1.09,CCCCCCCCCCC(O)CN(CCCCSC(=O)CCCC(=O)SCCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,mice,MATE,1043.76
325,RA17133208,2.08,0.48,CCCCCCCC(=O)OCCCCCCCCCOC(=O)CCN(CCCCC1NC(=O)C(CCCCN(CCC(=O)OCCCCCCCCCOC(=O)CCCCCCC)CCC(=O)OCCCCCCCCCOC(=O)CCCCCCC)NC1=O)CCC(=O)OCCCCCCCCCOC(=O)CCCCCCC,mice,OFO2 Degradable,1618.33
326,RA17111035,2.04,1.7,CCCCCCCC/C=C\CCCCCCCC(=O)OC1OC(COC(=O)CCN2CCOCC2)C(OC(=O)CCCCCCC/C=C\CCCCCCCC)C1OC(=O)CCCCCCC/C=C\CCCCCCCC,mice,RL207D Analogs,1084.64
327,RA17132340,2.0,1.1,CCCCCCCCC(O)CN(CCCCC(=O)SCCN1CC(C)N(CCSC(=O)CCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1C)CC(O)CCCCCCCC,mice,Piperazine based lipids,1057.75
328,RA17139779,2.0,1.6,CCCCCCCCC(CCCCCCC)OC(=O)CCCCCCCCN(CCCCCCCCC(=O)OC(CCCCCCC)CCCCCCCC)CCCSSCCCN(C)C,mice,BDS lipids,969.683
329,RA16707114A,2.0,,CCCCCCCCCN(CCOCCOCCNC(=O)c1c[nH]cn1)C(CCCCCCCCC(=O)OCC(CCCC)CCCCCC)CCCCCCCCC(=O)OCC(CCCC)CCCCCC,mice,,
330,RA17139353,2.0,1.1,CCCCCCCCCCCCC(=O)OCCCCOC(=O)CC(CC(=O)OCCCCOC(=O)CCCCCCCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCOC(=O)CCCCCCCCCCCC,mice,Cyclic Amino Acids,1096.56
331,RA16722115A,2.0,,CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCCCOC(=O)C(CCCCCC)CCCCCCCC)CCOCCOCCOCCOCCOC(=O)CNCCOC(=O)CNCCOC,mice,,
332,RA17130312,1.95,0.75,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)(COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)NCCS(=O)(=O)NCCN(C)C,mice,GOOD,1086.68
333,RA17110459,1.93,1.09,CCCCCCSC(=O)CCC(O)CN(CCCCSC(=O)CC1NC(=O)C(CC(=O)SCCCCN(CC(O)CCC(=O)SCCCCCC)CC(O)CCC(=O)SCCCCCC)NC1=O)CC(O)CCC(=O)SCCCCCC,mice,Cyclic Amino Acids,1269.91
334,RA17137295,1.9,0.8,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCOC(=O)C1CC(O)CN1C(=O)CCCN(C)C)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,HydroxyProline,830.274
335,RA17135785,1.9,0.9,CCCCCCCCCCC(O)CN(CCCOC(=O)C12C3C4C1C1C2C3C41C(=O)OCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,mice,Cubane lipids,1043.63
336,RA17139170,1.9,1.5,CCCCCCCCC(=O)OCCCCCCCOC(=O)CCC(OC(=O)CCN(C)C)C(=O)OCCCCCCCOC(=O)CCCCCCCC,mice,Glutaric Acid,756.061
337,RA17133306,1.9,0.6,CCCCC/C=C\C/C=C\CCCCCCCCC(CCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCN(C)C,mice,DLinlipids,656.119
338,RA17110542,1.82,0.0,CCCCCCCCCCCCC(O)CN(CCCCSC(=O)CCC(=O)SCCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC,mice,MATE,1141.95
339,RA17133778,1.79,0.0,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CCN(CCCC[C@@H]1NC(=O)[C@@H](CCCCN(CCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)NC1=O)CCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,mice,OFO2 Degradable,1538.38
340,RA17131544,1.7,0.8,CCCCC/C=C/C/C=C/CCCCCCC(O)CN(CCCC(=O)OCCN1CC(C)N(CCOC(=O)CCCN(CC(O)CCCCCC/C=C/C/C=C/CCCCC)CC(O)CCCCCC/C=C/C/C=C/CCCCC)CC1C)CC(O)CCCCCC/C=C/C/C=C/CCCCC,mice,Piperazine based lipids,1430.29
341,RA17137305,1.69,1.49,CCCCCCCC(C)OC(=O)CC(CC(=O)OC(C)CCCCCCC)(OC(=O)CCN(C)C)C(=O)OC(C)CCCCCCC,mice,Trident,669.972
342,RA17138033,1.65,0.86,CCCCCCSSCCOC(=O)CC(CC(=O)OCCSSCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCSSCCCCCC,mice,Trident,820.283
343,RA17130558,1.58,0.21,CCCCCCCCC(O)CN(CCCCO)CC(O)CCCCCCCC,mice,HIM,401.667
344,RA17132449,1.56,0.74,C/C=C\C/C=C\C/C=C\CCCCCCCOC(=O)CCN(CCC[C@@H]1NC(=O)[C@@H](CCCN(CCC(=O)OCCCCCCCC/C=C\C/C=C\C/C=C\CC)CCC(=O)OCCCCCCCC/C=C\C/C=C\C/C=C\CC)NC1=O)CCC(=O)OCCCCCCC/C=C\C/C=C\C/C=C\CC,mice,cOrn,1460.19
345,RA17130417,1.5,2.6,CCCCCCCCCCCCC(O)CN(CCC(=O)OCCN1CC(C)N(CCOC(=O)CCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1C)CC(O)CCCCCCCCCCCC,mice,Piperazine based lipids,1193.94
346,RA17130057,1.42,0.0,CCCCCCCCC(O)CN(CCCCSC(=O)[C@H]1CC[C@H](C(=O)SCCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCC,mice,MATE,971.612
347,RA17138699,1.4,0.8,CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC)(COC(=O)CCCCCCCC)COC(=O)CCC(=O)Oc1c(OC)cc(C(=O)OCCN(C)C)cc1OC,mice,Pentaerythritol,908.166
348,RA17134095,1.38,0.0,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCO)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,812.39
349,RA17139018,1.30362708,0.86736042,CCCCC/C=C\C/C=C\CCCCCCCCN(CCCCCCCCC(=O)OC(CCCCCCC)CCCCCCCC)CCCSSCCCN(C)C,mice,BDS lipids,837.482
350,RA17138385,1.3,0.5,CCCCCCCCCCCCC(O)CN(CCCC(=O)OCCN(CCCNC(=N)N)CCOC(=O)CCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC,mice,Bis AIM lipid,1223.96
351,RA17139191,1.3,0.8,CCCCCCCCC(=O)OCCCCCCCOC(=O)CCC(OC(=O)CCCN(C)C)C(=O)OCCCCCCCOC(=O)CCCCCCCC,mice,Glutaric Acid,770.088
352,RA17135856,1.28,0.8,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)CCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)C(=O)OCCCCCCCC,mice,Trident,894.139
353,RA17138226,1.27,0.67,CCCCCC/C=C\COC(=O)CC(CC(=O)OC/C=C\CCCCCC)(OC(=O)CCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)C(=O)OC/C=C\CCCCCC,mice,Trident,930.171
354,RA17134082,1.22,0.0,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCO)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,808.358
355,RA17139588,1.2,1.4,CCCCCC(CCCCC)CC(=O)OCCCCCOC(=O)CC(CC(=O)OCCCCCOC(=O)CC(CCCCC)CCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCOC(=O)CC(CCCCC)CCCCC,mice,Trident,1138.64
356,RA17110629,1.17,0.72,CCCCCCCCOC(=O)CCN(CCCCC1NC(=O)C(CCCCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)NC1=O)CCC(=O)OCCCCCCCC,mice,OFO2 Degradable,993.446
357,RA17139416,1.16479792,1.91896667,CCCCC/C=C\C/C=C\CCCCCCCCN(CCCCCCCCC(=O)OC(CCCCCCC)CCCCCCCC)CCSSCCCN(C)C,mice,BDS lipids,823.455
358,RA17110865,1.16,1.1,CCCCCCCCCCCCCCOC1OC(COC(=O)CCN(C)C)C(OCCCCCCCCCCCCCC)C1OCCCCCCCCCCCCCC,mice,Ribose NonDegradable,838.377
359,TBL-0718,1.14,0.63,CCCCC/C=C/COC(=O)CC(CC(=O)OC/C=C/CCCCC)(OC(=O)CCN(C)C)C(=O)OC/C=C/CCCCC,mice,Trident,621.8
360,RA17138702,1.1,0.7,CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCC)COC(=O)CCC(=O)OCCN(C)C,mice,Pentaerythritol,770.088
361,RA17134523,1.1,0.22,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1328.2
362,RA17134872,1.09,0.83,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1414.29
363,RA17110968,1.09,0.64,CCCCCCCC/C=C\CCCCCCCC(=O)OC1OC(COC(=O)CCN(CCO)CCO)C(OC(=O)CCCCCCC/C=C\CCCCCCCC)C1OC(=O)CCCCCCC/C=C\CCCCCCCC,mice,RL207D Analogs,1102.65
364,RA17131500,1.08,0.68,CCCCCCCC(=O)OCCCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCCCOC(=O)CCCCCCC)(OC(=O)CCN1CCCCC1)C(=O)OCCCCCCCCCOC(=O)CCCCCCC,mice,Trident,1136.62
365,RA17135958,1.06,0.69,CCCCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCCCC)(OC(=O)CCNC(=N)N)C(=O)OCCCCCCCCCC,mice,Trident,726.039
366,RA17110664,1.04,0.7,CCCCCCOC(=O)CCN(CCCCC1NC(=O)C(CCCCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC)NC1=O)CCC(=O)OCCCCCC,mice,OFO2 Degradable,881.233
367,RA17137754,1.0,1.0,CCCCCCCCCC(=O)OC(COC(=O)CCCN(C)C)C(OC(=O)CCCCCCCCC)C(COC(=O)CCCN(C)C)OC(=O)CCCCCCCCC,mice,Xylitol,841.209
368,RA17138196,1.0,1.0,CCCCCCCCCCCC(=O)OC(COC(=O)CCCN(C)C)C(OC(=O)CCCCCCCCCCC)C(COC(=O)CCCN(C)C)OC(=O)CCCCCCCCCCC,mice,Xylitol,925.369
369,RA17138668,1.0,1.0,CCCCCCCCCC(=O)OC(COC(=O)CCCCN(C)C)C(OC(=O)CCCCCCCCC)C(COC(=O)CCCCN(C)C)OC(=O)CCCCCCCCC,mice,Xylitol,869.262
370,RA17138219,1.0,1.0,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCN(C)C)C(OC(=O)CCCCCCCCCCC)C(COC(=O)CCCCN(C)C)OC(=O)CCCCCCCCCCC,mice,Xylitol,953.422
371,RA17139463,1.0,0.4,CCCCCCCCC(=O)OCCCCCCCOC(=O)C[C@H](OC(=O)OCCN(C)C)C(=O)OCCCCCCCOC(=O)CCCCCCCC,mice,Malic Acids,758.034
372,RA16457163A,1.0,,CCCCCC/C=C\COC(=O)CCCCCCCOCC(COCCOCCOCCOCCOC(=O)CNCCOC(=O)CNCCOC)OCCCCCCCC(=O)OC/C=C\CCCCCC,mice,,
373,RA17138242,0.94,0.47,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)[C@H](C)CC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)C(=O)OCCCCCCCC,mice,Trident,908.166
374,RA17137367,0.93,0.59,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)CCC(=O)Oc1cc(OC(=O)CCC(=O)OC(CC(=O)OCCCCCCCC)(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)cc(C(=O)OCCCN(C)C)c1)C(=O)OCCCCCCCC,mice,Trident,1460.91
375,RA17135650,0.93,0.4,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)CCC(=O)OCCCN(C)C)C(=O)OCCCCCCCC,mice,Trident,713.982
376,RA17137276,0.92,0.55,CCCCC/C=C/COC(=O)CC(CC(=O)OC/C=C/CCCCC)(OC(=O)CCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)C(=O)OC/C=C/CCCCC,mice,Trident,888.092
377,RA17136410,0.9,0.8,CCCCCCCCCCC(O)CN(CCCC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(C(=O)OCCCN(C)C)O2)CC(O)CCCCCCCCCC,mice,Trolox lipids,789.179
378,RA17130331,0.88,0.5,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCCCC,mice,Trident,627.893
379,RA17136803,0.88,0.61,CCCCCC#CCOC(=O)CC(CC(=O)OCC#CCCCCC)(OC(=O)CCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)C(=O)OCC#CCCCCC,mice,Trident,882.044
380,RA17133869,0.88,0.5,CCCCCCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSc2ccccn2)CC1)CC(O)CCCCCCCCCC,mice,GOOD,753.197
381,RA17111280,0.88,0.0,CCCCCCCCCCC(O)CN(CCCC(=O)SCCCCSC(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,mice,MATE,1029.73
382,RA17135989,0.86,0.0,CCCOC(=O)CCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCC(=O)OCC(CC)CC)CC(O)CCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCC(=O)OCCC,mice,GOOD,1165.67
383,RA17139250,0.83293333,0.43044444,CCCCCCCCOC(=O)CCCCCCCCN(CCCCCCCCC(=O)OCCCCCCCC)CCSSCCCN(C)C,mice,BDS lipids,731.231
384,RA17131129,0.83,0.04,CCCCCCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCCCCCCCC,mice,Trident,796.211
385,RA17138917,0.83,0.83,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)C[C@H](OC(=O)OCCCN(C)C)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,mice,Malic Acids,760.138
386,RA17138634,0.83,0.1,CCCCCCCCC(CCCCCC)COC(=O)C(OC(=O)OCCCN(C)C)C(=O)OCC(CCCCCC)CCCCCCCC,mice,Tartronic acid,698.068
387,RA17136256,0.83,0.38,CCCCOC(=O)CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCC(=O)OCCCC)CC(O)CCCCCCC(=O)OCCCC)CC1)CC(O)CCCCCCC(=O)OCCCC,mice,GOOD,1291.91
388,RA17136195,0.83,0.83,COc1cc(C(=O)OCCCNC(=N)N)cc(OC)c1OC(=O)CCO[C@H]1CC[C@@]2(C)C(=CC[C@@H]3C2CC[C@]2(C)C([C@H](C)CCCC(C)C)CC[C@@H]32)C1,mice,CholesterolSyringic hybrids,738.008
389,RA17133404,0.83,0.06,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)(OC(=O)CCCN(C)C)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,mice,Trident,1050.62
390,RA17138901,0.83,0.83,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)C[C@H](OC(=O)OCCN(C)C)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,mice,Malic Acids,746.111
391,RA17137586,0.83,0.06,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)Oc1cc(OC(=O)CCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)cc(C(=O)OCCCNC(=N)N)c1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,Phenolic Acid,1481.25
392,TBL-1058,0.83,0.04,CCCCCCCC/C=C\COC(=O)CCCCCCCN(CCCCCCCC(=O)OC/C=C\CCCCCCCC)CCCC(=O)OCCC(C)(O)CC(=O)NCCCN(C)C,mice,MVL,906.4
393,RA17137604,0.83,0.15,CCCCCCCCCCCOC(=O)CCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCOC(=O)CCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC,mice,Phenolic Acid,1075.54
394,RA17138718,0.83,0.07,CCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCC)CCCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC,mice,Phenolic Acid,792.094
395,RA17138889,0.83,0.83,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)C[C@H](OC(=O)CCN(C)C)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,mice,Malic Acids,730.112
396,RA17138652,0.83,0.22,CCCCCCC(CCCC)COC(=O)CC(C)(CC(=O)OCC(CCCC)CCCCCC)OC(=O)CCC(=O)OCCN(C)CCO,mice,Glutaric Acid,699.998
397,RA17131350,0.83,0.83,CCCCCCCCCCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCCCCCCCCCC)(OC(=O)CCN1CCCCC1)C(=O)OCCCCCCCCCCCCCCCC,mice,Trident,1004.59
398,RA17137662,0.83,0.03,CCCCCCC(=O)OCCCCC(O)CN(CCCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)CC(O)CCCCOC(=O)CCCCCC,mice,Phenolic Acid,825.08
